Date,Open,High,Low,Close,Adj Close,Volume
2023-12-13,1639.0,1670.5,1629.550048828125,1666.1500244140625,1666.1500244140625,2247441
2023-12-14,1676.0,1709.8499755859375,1671.050048828125,1703.550048828125,1703.550048828125,3326228
2023-12-15,1727.9000244140625,1739.5999755859375,1698.0,1724.949951171875,1724.949951171875,3858594
2023-12-18,1720.0,1731.8499755859375,1698.75,1710.800048828125,1710.800048828125,1739425
2023-12-19,1720.0,1723.8499755859375,1691.300048828125,1699.3499755859375,1699.3499755859375,1660221
2023-12-20,1710.0,1711.949951171875,1640.5999755859375,1646.949951171875,1646.949951171875,3047660
2023-12-21,1635.0,1653.1500244140625,1620.4000244140625,1633.8499755859375,1633.8499755859375,3211338
2023-12-22,1630.0,1652.0,1622.75,1634.25,1634.25,2751274
2023-12-26,1640.9000244140625,1669.0,1634.5,1662.25,1662.25,1203594
2023-12-27,1670.0,1691.800048828125,1660.25,1687.949951171875,1687.949951171875,1793638
2023-12-28,1688.949951171875,1739.949951171875,1688.4000244140625,1734.449951171875,1734.449951171875,2963938
2023-12-29,1730.0,1758.0,1715.0,1729.4000244140625,1729.4000244140625,2273255
2024-01-01,1729.4000244140625,1730.0,1699.0,1703.300048828125,1703.300048828125,1307485
2024-01-02,1703.5999755859375,1705.0,1649.449951171875,1656.199951171875,1656.199951171875,2857334
2024-01-03,1672.0,1678.199951171875,1648.050048828125,1655.25,1655.25,1927812
2024-01-04,1666.9000244140625,1674.449951171875,1638.199951171875,1641.699951171875,1641.699951171875,2835768
2024-01-05,1647.949951171875,1661.5,1636.5,1642.0,1642.0,1709313
2024-01-08,1648.1500244140625,1653.4000244140625,1606.0999755859375,1616.1500244140625,1616.1500244140625,1492195
2024-01-09,1625.0,1636.800048828125,1615.0,1629.9000244140625,1629.9000244140625,2542484
2024-01-10,1645.0,1647.449951171875,1621.3499755859375,1632.800048828125,1632.800048828125,1954233
2024-01-11,1643.9000244140625,1651.25,1625.8499755859375,1628.6500244140625,1628.6500244140625,2228002
2024-01-12,1630.0,1633.8499755859375,1601.5,1624.449951171875,1624.449951171875,3061539
2024-01-15,1635.0,1640.9000244140625,1616.0999755859375,1635.550048828125,1635.550048828125,1405514
2024-01-16,1638.0,1640.0,1617.550048828125,1620.3499755859375,1620.3499755859375,2236688
2024-01-17,1612.0,1615.0,1591.0,1597.699951171875,1597.699951171875,2548169
2024-01-18,1600.0,1623.300048828125,1580.6500244140625,1617.25,1617.25,2328588
2024-01-19,1624.949951171875,1659.0,1622.25,1655.550048828125,1655.550048828125,2836976
2024-01-23,1619.0,1647.5999755859375,1588.25,1595.199951171875,1595.199951171875,2772880
2024-01-24,1595.0,1632.300048828125,1575.0,1628.0999755859375,1628.0999755859375,2543323
2024-01-25,1631.5999755859375,1642.75,1603.9000244140625,1635.5,1635.5,2038472
2024-01-29,1635.5,1645.0,1625.0,1640.0,1640.0,3075670
2024-01-30,1649.949951171875,1659.5,1614.449951171875,1620.3499755859375,1620.3499755859375,2569098
2024-01-31,1615.050048828125,1658.300048828125,1609.050048828125,1651.550048828125,1651.550048828125,3154787
2024-02-01,1659.25,1702.5999755859375,1645.550048828125,1651.1500244140625,1651.1500244140625,4065784
2024-02-02,1655.0,1687.050048828125,1650.0,1660.75,1660.75,3304158
2024-02-05,1676.699951171875,1712.8499755859375,1665.0999755859375,1703.550048828125,1703.550048828125,3525423
2024-02-06,1710.949951171875,1730.0,1706.0,1727.6500244140625,1727.6500244140625,2219874
2024-02-07,1731.449951171875,1752.0,1715.699951171875,1721.0,1721.0,1213661
2024-02-08,1729.0,1743.9000244140625,1675.550048828125,1685.9000244140625,1685.9000244140625,2550690
2024-02-09,1686.0,1689.75,1628.0,1646.4000244140625,1646.4000244140625,2033950
2024-02-12,1654.0,1675.050048828125,1640.550048828125,1660.449951171875,1660.449951171875,1197925
2024-02-13,1670.0,1679.4000244140625,1623.449951171875,1646.75,1646.75,2075130
2024-02-14,1631.0,1679.6500244140625,1623.9000244140625,1657.050048828125,1657.050048828125,4368695
2024-02-15,1681.050048828125,1784.9000244140625,1668.0999755859375,1765.050048828125,1765.050048828125,9887134
2024-02-16,1788.0,1864.6500244140625,1776.8499755859375,1835.550048828125,1835.550048828125,7188957
2024-02-19,1836.050048828125,1856.449951171875,1820.0,1848.550048828125,1848.550048828125,2682236
2024-02-20,1837.4000244140625,1860.0,1820.5,1853.6500244140625,1853.6500244140625,1830562
2024-02-21,1849.9000244140625,1889.699951171875,1846.699951171875,1859.6500244140625,1859.6500244140625,4466234
2024-02-22,1870.949951171875,1917.0,1853.0,1910.3499755859375,1910.3499755859375,3360123
2024-02-23,1926.3499755859375,1947.8499755859375,1901.0999755859375,1929.949951171875,1929.949951171875,3323441
2024-02-26,1935.0,1951.0,1925.199951171875,1929.800048828125,1929.800048828125,2436063
2024-02-27,1926.0,1956.949951171875,1915.050048828125,1950.5999755859375,1950.5999755859375,2821465
2024-02-28,1951.949951171875,1953.1500244140625,1897.050048828125,1901.6500244140625,1901.6500244140625,2010429
2024-02-29,1902.8499755859375,1950.9000244140625,1892.550048828125,1932.4000244140625,1932.4000244140625,5539065
2024-03-01,1933.5999755859375,1982.300048828125,1930.5,1972.949951171875,1972.949951171875,3384932
2024-03-04,1967.0,1974.949951171875,1919.050048828125,1921.050048828125,1921.050048828125,1645331
2024-03-05,1925.0,1968.0,1923.050048828125,1939.25,1939.25,2208384
2024-03-06,1945.0,1979.9000244140625,1922.0,1970.6500244140625,1970.6500244140625,1673183
2024-03-07,1930.1500244140625,1932.1500244140625,1884.300048828125,1897.550048828125,1897.550048828125,18323831
2024-03-11,1913.0,1913.699951171875,1873.300048828125,1894.3499755859375,1894.3499755859375,3250782
2024-03-12,1892.0,1898.3499755859375,1876.6500244140625,1895.1500244140625,1895.1500244140625,3186510
2024-03-13,1896.0,1901.4000244140625,1844.25,1853.699951171875,1853.699951171875,4270994
2024-03-14,1853.699951171875,1895.5999755859375,1844.5999755859375,1890.550048828125,1890.550048828125,2388133
2024-03-15,1875.0,1882.0999755859375,1788.800048828125,1799.5,1799.5,5504948
2024-03-18,1807.949951171875,1867.4000244140625,1801.050048828125,1856.050048828125,1856.050048828125,3404076
2024-03-19,1856.050048828125,1865.0,1826.800048828125,1843.9000244140625,1843.9000244140625,2189225
2024-03-20,1851.949951171875,1859.050048828125,1820.550048828125,1844.4000244140625,1844.4000244140625,1550415
2024-03-21,1859.949951171875,1875.0,1845.0,1865.8499755859375,1865.8499755859375,2072960
2024-03-22,1865.8499755859375,1905.449951171875,1847.25,1878.800048828125,1878.800048828125,3786990
2024-03-26,1878.199951171875,1917.5,1861.0999755859375,1863.949951171875,1863.949951171875,4092744
2024-03-27,1869.9000244140625,1899.9000244140625,1855.300048828125,1881.1500244140625,1881.1500244140625,4196597
2024-03-28,1881.1500244140625,1962.949951171875,1870.3499755859375,1921.3499755859375,1921.3499755859375,3790854
2024-04-01,1938.0,1963.8499755859375,1891.800048828125,1915.949951171875,1915.949951171875,2765845
2024-04-02,1915.949951171875,1977.5,1901.449951171875,1971.949951171875,1971.949951171875,3431715
2024-04-03,1967.0,2003.300048828125,1956.199951171875,1989.300048828125,1989.300048828125,3615370
2024-04-04,1999.0,2015.0,1963.199951171875,2002.699951171875,2002.699951171875,3007920
2024-04-05,1995.3499755859375,2027.449951171875,1992.25,2013.300048828125,2013.300048828125,2767027
