Date,Open,High,Low,Close,Adj Close,Volume
2023-05-24,208.75,209.25,206.35000610351562,206.8000030517578,205.1429443359375,2228274
2023-05-25,206.89999389648438,209.0,205.5,208.1999969482422,206.53172302246094,1709355
2023-05-26,208.60000610351562,211.25,207.85000610351562,209.14999389648438,207.47410583496094,2034942
2023-05-29,210.0,210.1999969482422,207.5500030517578,208.4499969482422,206.77972412109375,1649502
2023-05-30,207.5,209.8000030517578,207.0,207.3000030517578,205.63894653320312,1049036
2023-05-31,206.89999389648438,211.75,206.5500030517578,211.1999969482422,209.5076904296875,3082027
2023-06-01,211.6999969482422,214.5,210.89999389648438,211.39999389648438,209.70608520507812,2669104
2023-06-02,211.9499969482422,213.0,210.0,211.75,210.05328369140625,1439067
2023-06-05,212.75,213.85000610351562,210.4499969482422,211.5500030517578,209.85488891601562,1142529
2023-06-06,212.0,212.60000610351562,209.60000610351562,211.9499969482422,210.25167846679688,1738539
2023-06-07,212.10000610351562,213.0500030517578,211.25,211.64999389648438,209.95407104492188,1226098
2023-06-08,212.4499969482422,214.1999969482422,208.8000030517578,209.5,207.82130432128906,1724965
2023-06-09,210.0,210.4499969482422,204.89999389648438,205.6999969482422,204.0517578125,4610250
2023-06-12,205.6999969482422,207.0,203.85000610351562,205.5500030517578,203.90296936035156,2078411
2023-06-13,206.39999389648438,207.8000030517578,204.9499969482422,206.39999389648438,204.7461395263672,1736495
2023-06-14,208.14999389648438,211.0,206.4499969482422,210.1999969482422,208.5157012939453,2412025
2023-06-15,211.4499969482422,212.0,206.1999969482422,207.35000610351562,205.6885528564453,2112022
2023-06-16,209.39999389648438,217.0,206.14999389648438,215.0,213.27723693847656,7594969
2023-06-19,217.10000610351562,218.39999389648438,212.3000030517578,213.10000610351562,211.39247131347656,3961466
2023-06-20,213.1999969482422,221.9499969482422,213.0,220.35000610351562,218.58438110351562,6610978
2023-06-21,223.0,231.0,222.39999389648438,230.3000030517578,228.45465087890625,13046366
2023-06-22,230.75,235.6999969482422,228.10000610351562,229.60000610351562,227.76025390625,9572127
2023-06-23,229.75,235.64999389648438,224.1999969482422,232.5,230.63702392578125,7886904
2023-06-26,234.9499969482422,235.5,230.0,232.5500030517578,230.68661499023438,4839246
2023-06-27,233.6999969482422,234.5,229.0,232.75,230.885009765625,2322043
2023-06-28,233.0,235.35000610351562,231.10000610351562,232.25,230.38902282714844,2064907
2023-06-30,233.0,238.6999969482422,232.5,236.6999969482422,234.80335998535156,4246988
2023-07-03,238.5500030517578,240.8000030517578,237.25,239.8000030517578,237.87852478027344,3401522
2023-07-04,240.0,241.10000610351562,236.10000610351562,239.4499969482422,237.5313262939453,2510455
2023-07-05,240.0,247.3000030517578,238.60000610351562,246.4499969482422,244.47523498535156,4369590
2023-07-06,247.64999389648438,252.0,246.89999389648438,248.3000030517578,246.31040954589844,6113202
2023-07-07,249.64999389648438,249.64999389648438,243.25,247.89999389648438,245.9136199951172,3116006
2023-07-10,248.9499969482422,253.0,247.0,251.10000610351562,249.08798217773438,3804635
2023-07-11,253.14999389648438,253.14999389648438,250.25,252.5,250.4767608642578,3500071
2023-07-12,252.9499969482422,255.1999969482422,250.35000610351562,254.4499969482422,252.4111328125,4664570
2023-07-13,255.9499969482422,256.45001220703125,250.14999389648438,251.6999969482422,249.68316650390625,4071697
2023-07-14,252.6999969482422,257.45001220703125,251.6999969482422,254.25,252.21273803710938,3804390
2023-07-17,255.9499969482422,255.9499969482422,248.0,248.5500030517578,246.55841064453125,4598129
2023-07-18,250.0,251.39999389648438,244.25,247.64999389648438,245.66561889648438,3584384
2023-07-19,248.60000610351562,249.85000610351562,245.9499969482422,248.6999969482422,246.7071990966797,1746775
2023-07-20,249.35000610351562,251.39999389648438,247.0500030517578,251.0,248.98878479003906,2324881
2023-07-21,250.60000610351562,254.6999969482422,249.14999389648438,251.8000030517578,249.78237915039062,2501375
2023-07-24,252.75,253.4499969482422,249.0500030517578,251.5,249.48477172851562,2084432
2023-07-25,251.5,251.9499969482422,249.10000610351562,250.3000030517578,248.2943878173828,872190
2023-07-26,250.3000030517578,252.5500030517578,250.25,252.10000610351562,250.07997131347656,1186109
2023-07-27,253.10000610351562,257.0,252.5500030517578,255.75,253.70071411132812,4422928
2023-07-28,256.54998779296875,257.0,246.75,251.14999389648438,249.1375732421875,5655882
2023-07-31,252.5,252.85000610351562,247.10000610351562,249.60000610351562,247.60000610351562,2983956
2023-08-01,250.8000030517578,266.70001220703125,250.0,263.1000061035156,263.1000061035156,15140281
2023-08-02,263.95001220703125,266.0,255.0,259.6499938964844,259.6499938964844,6156571
2023-08-03,260.3500061035156,260.3500061035156,251.75,256.8999938964844,256.8999938964844,2627515
2023-08-04,257.70001220703125,260.45001220703125,255.5,256.6499938964844,256.6499938964844,2686418
2023-08-07,258.04998779296875,263.95001220703125,257.29998779296875,263.0,263.0,2201323
2023-08-08,263.95001220703125,265.29998779296875,257.25,261.29998779296875,261.29998779296875,2780303
2023-08-09,261.95001220703125,264.75,258.70001220703125,264.20001220703125,264.20001220703125,2199916
2023-08-10,263.95001220703125,267.3999938964844,261.0,263.25,263.25,3513303
2023-08-11,263.5,271.5,261.54998779296875,269.1000061035156,269.1000061035156,5383929
2023-08-14,269.95001220703125,270.0,261.0,264.70001220703125,264.70001220703125,2743735
2023-08-16,264.79998779296875,268.0,261.75,267.20001220703125,267.20001220703125,1644032
2023-08-17,268.6499938964844,268.8999938964844,264.1000061035156,266.5,266.5,2043018
2023-08-18,266.95001220703125,269.6000061035156,264.1499938964844,267.75,267.75,2460276
2023-08-21,268.6000061035156,268.6000061035156,263.8500061035156,264.5,264.5,1743064
2023-08-22,265.0,268.79998779296875,264.45001220703125,267.20001220703125,267.20001220703125,1503735
2023-08-23,267.70001220703125,273.0,267.20001220703125,268.1000061035156,268.1000061035156,2938935
2023-08-24,269.8500061035156,270.8500061035156,264.0,265.20001220703125,265.20001220703125,1953379
2023-08-25,265.1499938964844,265.54998779296875,256.8500061035156,259.0,259.0,3437835
2023-08-28,260.3999938964844,264.75,258.8500061035156,261.1000061035156,261.1000061035156,2777996
2023-08-29,261.95001220703125,262.5,259.45001220703125,260.3999938964844,260.3999938964844,1764061
2023-08-30,261.6000061035156,263.6499938964844,260.25,261.6000061035156,261.6000061035156,1604092
2023-08-31,262.04998779296875,268.29998779296875,261.8500061035156,266.79998779296875,266.79998779296875,4027197
2023-09-01,268.0,269.3999938964844,264.20001220703125,265.75,265.75,1734067
2023-09-04,265.75,276.79998779296875,265.75,272.79998779296875,272.79998779296875,4649470
2023-09-05,274.20001220703125,275.3500061035156,269.8999938964844,272.04998779296875,272.04998779296875,2354647
2023-09-06,273.0,274.1499938964844,269.1499938964844,272.95001220703125,272.95001220703125,1938691
2023-09-07,272.95001220703125,276.3500061035156,272.5,274.0,274.0,1950317
2023-09-08,276.95001220703125,276.95001220703125,272.3500061035156,273.45001220703125,273.45001220703125,2113514
2023-09-11,276.79998779296875,279.45001220703125,274.25,277.45001220703125,277.45001220703125,2481329
2023-09-12,279.75,279.75,265.70001220703125,266.45001220703125,266.45001220703125,2719083
2023-09-13,268.79998779296875,269.8500061035156,263.54998779296875,267.6499938964844,267.6499938964844,1561354
2023-09-14,268.79998779296875,270.3500061035156,266.20001220703125,268.75,268.75,1148512
2023-09-15,268.0,269.95001220703125,264.20001220703125,268.25,268.25,4681735
2023-09-18,269.75,270.3999938964844,265.5,265.95001220703125,265.95001220703125,1722758
2023-09-20,265.95001220703125,266.25,260.1000061035156,261.8500061035156,261.8500061035156,3029530
2023-09-21,261.8500061035156,263.20001220703125,257.1499938964844,258.04998779296875,258.04998779296875,1621070
2023-09-22,258.29998779296875,259.8500061035156,253.75,256.20001220703125,256.20001220703125,1539984
2023-09-25,256.20001220703125,259.3500061035156,253.60000610351562,258.8999938964844,258.8999938964844,1618125
2023-09-26,258.8999938964844,260.8999938964844,256.6000061035156,256.79998779296875,256.79998779296875,1054327
2023-09-27,257.70001220703125,260.6000061035156,255.35000610351562,260.1499938964844,260.1499938964844,938187
2023-09-28,261.1000061035156,261.1000061035156,256.5,258.04998779296875,258.04998779296875,1213279
2023-09-29,259.04998779296875,262.8999938964844,258.54998779296875,260.6000061035156,260.6000061035156,1763561
2023-10-03,261.70001220703125,261.8999938964844,257.8500061035156,260.0,260.0,1516586
2023-10-04,257.20001220703125,260.25,255.10000610351562,256.6499938964844,256.6499938964844,1369047
2023-10-05,259.8999938964844,263.0,255.5,256.6499938964844,256.6499938964844,1099031
2023-10-06,257.8500061035156,260.0,257.29998779296875,259.0,259.0,1742138
2023-10-09,256.0,257.8500061035156,253.1999969482422,255.0,255.0,1339264
2023-10-10,255.0,260.75,254.5,258.3999938964844,258.3999938964844,1379644
2023-10-11,258.95001220703125,265.3500061035156,258.95001220703125,263.0,263.0,2603326
2023-10-12,264.29998779296875,268.0,262.79998779296875,264.79998779296875,264.79998779296875,2223186
2023-10-13,264.8500061035156,266.1000061035156,261.95001220703125,262.5,262.5,1739355
2023-10-16,262.70001220703125,266.0,261.04998779296875,264.45001220703125,264.45001220703125,1746547
2023-10-17,265.1000061035156,274.0,264.70001220703125,268.79998779296875,268.79998779296875,5876028
2023-10-18,270.0,270.75,263.79998779296875,267.04998779296875,267.04998779296875,2208364
2023-10-19,265.0,266.0,262.54998779296875,265.45001220703125,265.45001220703125,1735128
2023-10-20,265.45001220703125,265.45001220703125,257.0,258.04998779296875,258.04998779296875,3369452
2023-10-23,258.04998779296875,258.79998779296875,250.0500030517578,251.5500030517578,251.5500030517578,2039503
2023-10-25,251.8000030517578,254.25,247.3000030517578,250.14999389648438,250.14999389648438,1426209
2023-10-26,246.64999389648438,248.35000610351562,241.6999969482422,246.1999969482422,246.1999969482422,2212835
2023-10-27,247.60000610351562,252.1999969482422,246.5500030517578,251.39999389648438,251.39999389648438,897365
2023-10-30,251.39999389648438,255.89999389648438,249.0,254.3000030517578,254.3000030517578,2396032
2023-10-31,255.0,258.95001220703125,254.0,255.39999389648438,255.39999389648438,1320716
2023-11-01,255.10000610351562,255.89999389648438,252.0,252.4499969482422,252.4499969482422,736778
2023-11-02,253.5500030517578,258.6000061035156,253.5500030517578,257.95001220703125,257.95001220703125,1033896
2023-11-03,258.29998779296875,258.79998779296875,255.60000610351562,256.1000061035156,256.1000061035156,1008109
2023-11-06,258.0,269.45001220703125,257.75,267.75,267.75,4740338
2023-11-07,269.54998779296875,273.25,266.95001220703125,268.1000061035156,268.1000061035156,4760250
2023-11-08,269.5,270.0,265.54998779296875,266.3999938964844,266.3999938964844,1201343
2023-11-09,267.0,270.75,265.95001220703125,268.70001220703125,268.70001220703125,3424296
2023-11-10,268.3999938964844,269.6000061035156,266.04998779296875,268.1499938964844,268.1499938964844,1986224
2023-11-13,269.5,273.45001220703125,267.29998779296875,271.79998779296875,271.79998779296875,3059116
2023-11-15,273.95001220703125,274.70001220703125,272.0,272.29998779296875,272.29998779296875,1405934
2023-11-16,272.0,273.8500061035156,270.79998779296875,272.1499938964844,272.1499938964844,1294845
2023-11-17,272.20001220703125,282.45001220703125,271.8500061035156,281.1000061035156,281.1000061035156,6605927
2023-11-20,282.8999938964844,286.29998779296875,281.0,281.95001220703125,281.95001220703125,5194118
2023-11-21,283.75,286.5,280.3500061035156,285.6000061035156,285.6000061035156,2768726
2023-11-22,287.45001220703125,287.45001220703125,281.54998779296875,283.1000061035156,283.1000061035156,2518341
2023-11-23,284.5,287.45001220703125,282.79998779296875,283.6000061035156,283.6000061035156,1905294
2023-11-24,286.04998779296875,286.45001220703125,280.8500061035156,281.5,281.5,1253846
2023-11-28,283.20001220703125,285.8500061035156,281.0,283.29998779296875,283.29998779296875,1552552
2023-11-29,285.04998779296875,286.25,283.3999938964844,285.04998779296875,285.04998779296875,1490003
2023-11-30,286.04998779296875,286.20001220703125,281.75,284.75,284.75,2863183
2023-12-01,285.8999938964844,297.0,285.5,291.5,291.5,6079060
2023-12-04,297.3999938964844,299.3999938964844,292.29998779296875,293.8500061035156,293.8500061035156,3511808
2023-12-05,295.29998779296875,296.75,290.3500061035156,292.29998779296875,292.29998779296875,2044114
2023-12-06,293.0,294.0,289.29998779296875,290.95001220703125,290.95001220703125,1458541
2023-12-07,291.70001220703125,297.95001220703125,290.3500061035156,294.8500061035156,294.8500061035156,3584122
2023-12-08,297.54998779296875,298.3999938964844,287.25,289.8999938964844,289.8999938964844,2363589
2023-12-11,290.70001220703125,294.25,290.25,293.29998779296875,293.29998779296875,1054535
2023-12-12,295.0,295.3500061035156,287.8500061035156,288.54998779296875,288.54998779296875,1259211
2023-12-13,289.29998779296875,291.20001220703125,285.3999938964844,287.0,287.0,1687805
2023-12-14,289.8999938964844,297.5,287.6000061035156,296.1499938964844,296.1499938964844,3367531
2023-12-15,298.3999938964844,299.0,293.29998779296875,295.54998779296875,295.54998779296875,2994796
2023-12-18,295.54998779296875,306.20001220703125,287.0,305.3500061035156,305.3500061035156,7197317
2023-12-19,305.95001220703125,309.8999938964844,304.1000061035156,305.1000061035156,305.1000061035156,5132028
2023-12-20,306.6499938964844,306.75,278.5,287.3999938964844,287.3999938964844,6303984
2023-12-21,285.0,294.3999938964844,281.8500061035156,293.6000061035156,293.6000061035156,3078298
2023-12-22,295.3999938964844,297.70001220703125,290.5,293.3500061035156,293.3500061035156,2168051
2023-12-26,293.3500061035156,297.6000061035156,292.79998779296875,296.3500061035156,296.3500061035156,1797988
2023-12-27,298.20001220703125,301.75,295.6499938964844,301.04998779296875,301.04998779296875,2483698
2023-12-28,302.0,308.8999938964844,300.04998779296875,307.6000061035156,307.6000061035156,3369816
2023-12-29,308.70001220703125,324.25,306.0,317.8500061035156,317.8500061035156,9953048
2024-01-01,319.8500061035156,326.45001220703125,318.3500061035156,322.0,322.0,4091951
2024-01-02,323.75,324.75,315.5,322.1499938964844,322.1499938964844,3175785
2024-01-03,322.1499938964844,328.79998779296875,318.0,326.0,326.0,2969074
2024-01-04,327.0,328.6499938964844,324.0,324.70001220703125,324.70001220703125,2563207
2024-01-05,325.5,331.0,321.1499938964844,329.3500061035156,329.3500061035156,3866526
2024-01-08,331.25,331.25,322.6000061035156,323.54998779296875,323.54998779296875,2104572
2024-01-09,325.1000061035156,332.0,324.8500061035156,327.25,327.25,2558574
2024-01-10,326.95001220703125,328.95001220703125,322.79998779296875,327.79998779296875,327.79998779296875,1680275
2024-01-11,328.5,340.0,327.70001220703125,338.8500061035156,338.8500061035156,6817569
2024-01-12,341.79998779296875,341.79998779296875,334.0,337.6499938964844,337.6499938964844,3773816
2024-01-15,339.6000061035156,339.6000061035156,321.75,325.6499938964844,325.6499938964844,5461009
2024-01-16,326.0,332.5,322.70001220703125,325.79998779296875,325.79998779296875,4455576
2024-01-17,321.95001220703125,324.8999938964844,314.25,319.3999938964844,319.3999938964844,4636107
2024-01-18,319.3999938964844,322.20001220703125,309.3500061035156,319.1000061035156,319.1000061035156,4819502
2024-01-19,323.0,328.0,321.0,327.20001220703125,327.20001220703125,2374513
2024-01-23,325.8999938964844,327.6000061035156,313.3500061035156,314.70001220703125,314.70001220703125,3270317
2024-01-24,315.0,319.25,311.3999938964844,315.29998779296875,315.29998779296875,4837038
2024-01-25,315.5,317.54998779296875,307.45001220703125,310.3999938964844,310.3999938964844,3275873
2024-01-29,314.70001220703125,317.25,311.29998779296875,315.29998779296875,315.29998779296875,1788476
2024-01-30,318.8999938964844,321.8500061035156,315.45001220703125,318.0,318.0,2813599
2024-01-31,320.0,336.0,318.70001220703125,334.95001220703125,334.95001220703125,7916850
2024-02-01,337.5,337.5,326.25,334.20001220703125,334.20001220703125,4859425
2024-02-02,335.79998779296875,347.5,334.5,343.3500061035156,343.3500061035156,7553484
2024-02-05,346.8999938964844,354.0,340.0,347.1000061035156,347.1000061035156,4765223
2024-02-06,349.0,352.0,345.6499938964844,348.5,348.5,3570626
2024-02-07,349.29998779296875,351.54998779296875,344.1499938964844,346.8500061035156,346.8500061035156,2187232
2024-02-08,348.0,349.8999938964844,343.54998779296875,345.04998779296875,345.04998779296875,1892474
2024-02-09,345.54998779296875,346.8999938964844,332.5,338.3999938964844,338.3999938964844,2694398
2024-02-12,341.0,341.3999938964844,326.25,328.20001220703125,328.20001220703125,2172402
2024-02-13,327.75,331.95001220703125,321.3999938964844,330.54998779296875,330.54998779296875,2865332
2024-02-14,327.20001220703125,337.6000061035156,323.95001220703125,336.6499938964844,336.6499938964844,1375999
2024-02-15,339.0,340.8999938964844,332.5,334.3500061035156,334.3500061035156,1765944
2024-02-16,338.0,339.25,335.25,336.5,336.5,1375288
2024-02-19,340.29998779296875,344.0,336.0,336.79998779296875,336.79998779296875,1339482
2024-02-20,338.6499938964844,338.6499938964844,327.5,330.79998779296875,330.79998779296875,2205476
2024-02-21,331.79998779296875,334.20001220703125,325.6000061035156,326.70001220703125,326.70001220703125,1841503
2024-02-22,326.8999938964844,333.3999938964844,323.29998779296875,332.3999938964844,332.3999938964844,1827753
2024-02-23,334.1000061035156,335.0,329.0,330.0,330.0,846452
2024-02-26,331.04998779296875,332.20001220703125,327.70001220703125,328.1499938964844,328.1499938964844,1346413
2024-02-27,328.8999938964844,329.8500061035156,325.0,326.1499938964844,326.1499938964844,769796
2024-02-28,326.75,328.5,316.04998779296875,318.1000061035156,318.1000061035156,2643104
2024-02-29,318.0,322.0,316.3999938964844,320.29998779296875,320.29998779296875,1725182
2024-03-01,322.0,326.8999938964844,321.3500061035156,324.1000061035156,324.1000061035156,1556230
2024-03-04,327.79998779296875,332.04998779296875,324.0,328.75,328.75,1431470
2024-03-05,330.0,331.1499938964844,323.75,325.54998779296875,325.54998779296875,1177352
2024-03-06,325.5,326.0,316.54998779296875,321.8500061035156,321.8500061035156,1783348
2024-03-07,323.5,330.79998779296875,322.3500061035156,328.1499938964844,328.1499938964844,2193814
2024-03-11,331.0,332.29998779296875,322.0,323.04998779296875,323.04998779296875,2257244
2024-03-12,324.20001220703125,326.20001220703125,318.20001220703125,319.45001220703125,319.45001220703125,2261648
2024-03-13,319.04998779296875,320.0,297.95001220703125,300.70001220703125,300.70001220703125,3710437
2024-03-14,297.20001220703125,309.8999938964844,294.6499938964844,305.79998779296875,305.79998779296875,2850926
2024-03-15,305.79998779296875,306.79998779296875,298.8500061035156,305.29998779296875,305.29998779296875,2689532
2024-03-18,305.0,309.1000061035156,302.6000061035156,307.04998779296875,307.04998779296875,1088219
2024-03-19,305.0,305.0,290.3500061035156,296.45001220703125,296.45001220703125,5242694
2024-03-20,296.45001220703125,302.45001220703125,293.70001220703125,301.45001220703125,301.45001220703125,2481845
2024-03-21,303.70001220703125,306.6499938964844,302.79998779296875,305.79998779296875,305.79998779296875,1116789
2024-03-22,305.79998779296875,308.75,303.3999938964844,307.20001220703125,307.20001220703125,1029834
2024-03-26,305.0,306.8999938964844,303.5,304.54998779296875,304.54998779296875,1432199
2024-03-27,304.54998779296875,307.5,303.6499938964844,304.54998779296875,304.54998779296875,2010127
2024-03-28,305.45001220703125,306.45001220703125,302.79998779296875,304.54998779296875,304.54998779296875,1828715
2024-04-01,305.0,312.3999938964844,305.0,310.54998779296875,310.54998779296875,2411492
2024-04-02,312.1499938964844,316.79998779296875,312.0,314.29998779296875,314.29998779296875,2357872
2024-04-03,314.29998779296875,316.20001220703125,311.8999938964844,313.6000061035156,313.6000061035156,1599659
2024-04-04,315.3500061035156,323.95001220703125,315.0,319.45001220703125,319.45001220703125,4262580
2024-04-05,320.1499938964844,322.6499938964844,318.8999938964844,321.8500061035156,321.8500061035156,1305255
